Caprezzo,http://www.comuni-italiani.it/103/018/index.html,uffici@comune.caprezzo.vb.it,166,http://www.comune.caprezzo.vb.it/
Casale Corte Cerro,http://www.comuni-italiani.it/103/019/index.html,municipio@comunecasalecc.it,3.448,http://www.comune.casalecortecerro.vb.it/
Cavaglio-Spoccia,http://www.comuni-italiani.it/103/020/index.html,,262,http://www.comune.cavagliospoccia.vb.it/
Ceppo Morelli,http://www.comuni-italiani.it/103/021/index.html,,313,http://www.comune.ceppomorelli.vb.it/
Cesara,http://www.comuni-italiani.it/103/022/index.html,municipio@comune.cesara.vb.it,596,http://www.comune.cesara.vb.it/
Cossogno,http://www.comuni-italiani.it/103/023/index.html,,659,http://www.comune.cossogno.vb.it/
Craveggia,http://www.comuni-italiani.it/103/024/index.html,,733,http://www.comune.craveggia.vb.it/
Crevoladossola,http://www.comuni-italiani.it/103/025/index.html,protocollo@comune.crevoladossola.vb.it,4.579,http://www.comune.crevoladossola.vb.it/
Crodo,http://www.comuni-italiani.it/103/026/index.html,crodo@reteunitaria.piemonte.it,1.405,http://www.comune.crodo.vb.it/
Cursolo-Orasso,http://www.comuni-italiani.it/103/027/index.html,,90,http://www.comune.cursoloorasso.verbania.it/
Domodossola,http://www.comuni-italiani.it/103/028/index.html,urp@comune.domodossola.vb.it,18.261,http://www.comune.domodossola.vb.it/
Druogno,http://www.comuni-italiani.it/103/029/index.html,,1.055,http://www.comune.druogno.vb.it/
Falmenta,http://www.comuni-italiani.it/103/030/index.html,falmenta@ruparpiemonte.it,133,http://www.comune.falmenta.verbania.it/
Formazza,http://www.comuni-italiani.it/103/031/index.html,,440,http://www.comune.formazza.vb.it/
Germagno,http://www.comuni-italiani.it/103/032/index.html,germagno@reteunitaria.piemonte.it,192,http://www.comune.germagno.vb.it/
Ghiffa,http://www.comuni-italiani.it/103/033/index.html,,2.409,http://www.comune.ghiffa.vb.it/
Gignese,http://www.comuni-italiani.it/103/034/index.html,,993,http://www.comune.gignese.vb.it/
Gravellona Toce,http://www.comuni-italiani.it/103/035/index.html,protocollo@comune.gravellonatoce.vb.it,7.836,http://www.comune.gravellonatoce.vb.it/
Gurro,http://www.comuni-italiani.it/103/036/index.html,comune.gurro@reteunitaria.piemonte.it,213,http://www.comune.gurro.vb.it/
Intragna,http://www.comuni-italiani.it/103/037/index.html,intragna@ruparpiemonte.it,106,http://www.comune.intragna.vb.it/
Loreglia,http://www.comuni-italiani.it/103/038/index.html,loreglia@ruparpiemonte.it,243,http://www.comune.loreglia.vb.it/
Macugnaga,http://www.comuni-italiani.it/103/039/index.html,municipio@comune.macugnaga.vb.it,555,http://www.comune.macugnaga.vb.it/
Madonna del Sasso,http://www.comuni-italiani.it/103/040/index.html,municipio@comune.madonnadelsasso.vb.it,392,http://www.comune.madonnadelsasso.vb.it/
Malesco,http://www.comuni-italiani.it/103/041/index.html,info@comune.malesco.vb.it,1.424,http://www.comune.malesco.vb.it/
Masera,http://www.comuni-italiani.it/103/042/index.html,masera@reteunitaria.piemonte.it,1.513,http://www.comune.masera.vb.it/
Massiola,http://www.comuni-italiani.it/103/043/index.html,,131,http://www.comune.massiola.vb.it/
Mergozzo,http://www.comuni-italiani.it/103/044/index.html,sindaco@comune.mergozzo.vb.it,2.183,http://www.comune.mergozzo.vb.it/
Miazzina,http://www.comuni-italiani.it/103/045/index.html,miazzina@ruparpiemonte.it,354,http://www.comune.miazzina.vb.it/
Montecrestese,http://www.comuni-italiani.it/103/046/index.html,municipio@comune.montecrestese.vb.it,1.257,http://www.comune.montecrestese.vb.it/
Montescheno,http://www.comuni-italiani.it/103/047/index.html,,413,http://www.comune.montescheno.vb.it/
Nonio,http://www.comuni-italiani.it/103/048/index.html,,867,http://www.comune.nonio.vb.it/
Oggebbio,http://www.comuni-italiani.it/103/049/index.html,,845,http://www.comune.oggebbio.vb.it/
Omegna,http://www.comuni-italiani.it/103/050/index.html,comune@comune.omegna.vb.it,15.434,http://www.comune.omegna.vb.it/
Ornavasso,http://www.comuni-italiani.it/103/051/index.html,info@ornavasso.it,3.446,http://www.ornavasso.it/
Pallanzeno,http://www.comuni-italiani.it/103/052/index.html,segreteria@comune.pallanzeno.vb.it,1.127,http://www.comune.pallanzeno.vb.it/
Piedimulera,http://www.comuni-italiani.it/103/053/index.html,piedimulera@ruparpiemonte.it,1.528,http://www.comune.piedimulera.vb.it/
Pieve Vergonte,http://www.comuni-italiani.it/103/054/index.html,demografici@comunepievevergonte.it,2.572,http://www.comunepievevergonte.it/
Premeno,http://www.comuni-italiani.it/103/055/index.html,municipio@comune.premeno.vb.it,730,http://www.comune.premeno.vb.it/
Premia,http://www.comuni-italiani.it/103/056/index.html,premia@ruparpiemonte.it,558,http://www.comune.premia.vb.it/
Premosello-Chiovenda,http://www.comuni-italiani.it/103/057/index.html,,1.996,http://www.comune.premosello.vb.it/
Quarna Sopra,http://www.comuni-italiani.it/103/058/index.html,quarna.sopra@ruparpiemonte.it,249,http://www.comune.quarnasopra.vb.it/
Quarna Sotto,http://www.comuni-italiani.it/103/059/index.html,municipio@comune.quarnasotto.vb.it,388,http://www.comune.quarnasotto.vb.it/
Re,http://www.comuni-italiani.it/103/060/index.html,re@ruparpiemonte.it,767,http://www.comune.re.vb.it/
San Bernardino Verbano,http://www.comuni-italiani.it/103/061/index.html,segreteria.sbv@ruparpiemonte.it,1.324,http://www.comune.sanbernardinoverbano.vb.it/
Santa Maria Maggiore,http://www.comuni-italiani.it/103/062/index.html,info@comune.santamariamaggiore.vb.it,1.276,http://www.comune.santamariamaggiore.vb.it/
Stresa,http://www.comuni-italiani.it/103/064/index.html,info@comune.stresa.vb.it,4.957,http://www.comune.stresa.vb.it/
Toceno,http://www.comuni-italiani.it/103/065/index.html,toceno@ruparpiemonte.it,740,http://www.comune.toceno.vb.it/
Trarego Viggiona,http://www.comuni-italiani.it/103/066/index.html,,403,http://www.traregoviggiona.com/
Trasquera,http://www.comuni-italiani.it/103/067/index.html,protocollo@comune.trasquera.vb.it,187,http://www.comune.trasquera.vb.it/
Trontano,http://www.comuni-italiani.it/103/068/index.html,,1.634,http://www.comune.trontano.vb.it/
Valstrona,http://www.comuni-italiani.it/103/069/index.html,municipio@comune.valstrona.vb.it,1.253,http://www.comune.valstrona.vb.it/
Vanzone con San Carlo,http://www.comuni-italiani.it/103/070/index.html,municipio@comune.vanzoneconsancarlo.vb.it,397,http://www.comune.vanzoneconsancarlo.vb.it/
Varzo,http://www.comuni-italiani.it/103/071/index.html,varzo@reteunitaria.piemonte.it,2.034,http://www.comune.varzo.vb.it/
Verbania,http://www.comuni-italiani.it/103/072/index.html,sindaco@comune.verbania.it,30.827,http://www.comune.verbania.it/
Vignone,http://www.comuni-italiani.it/103/074/index.html,,1.206,http://www.comune.vignone.vb.it/
Villadossola,http://www.comuni-italiani.it/103/075/index.html,municipio@comune.villadossola.vb.it,6.646,http://www.comune.villadossola.vb.it/
Villette,http://www.comuni-italiani.it/103/076/index.html,villette@ruparpiemonte.it,273,http://www.comune.villette.vb.it/
Vogogna,http://www.comuni-italiani.it/103/077/index.html,municipio@comune.vogogna.vb.it,1.757,http://www.comune.vogogna.vb.it/
,http://www.comuni-italiani.it/103/,,,http://www.provincia.verbano-cusio-ossola.it/
,http://www.comuni-italiani.it/103/,,,http://www.provincia.verbano-cusio-ossola.it/
